Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
706 36th Av,Car Fire,07/05/2014 05:02:00 AM +0000,47.607984,-122.287231,"(47.607984, -122.287231)",F140070161
Lake Washington Blvd / E Spring St,Car Fire,07/09/2014 10:00:00 PM +0000,47.611491,-122.282507,"(47.611491, -122.282507)",F140072197
2400 S Wadsworth Pl,Car Fire,07/07/2014 06:26:00 PM +0000,47.591666,-122.301291,"(47.591666, -122.301291)",F140071189
Sb I5 At Mid Boeing Field,Car Fire Freeway,07/07/2014 11:14:00 PM +0000,47.543273,-122.305938,"(47.543273, -122.305938)",F140071311
Sb Sr99 At Safeco,Car Fire Freeway,07/08/2014 07:53:00 PM +0000,47.595205,-122.33439,"(47.595205, -122.33439)",F140071673
,Car Fire,07/10/2014 07:44:00 PM +0000,,,"(0, 0)",F140072730
Renton Av S / S Bangor St,Car Fire,07/11/2014 02:42:00 AM +0000,47.506353,-122.254537,"(47.506353, -122.254537)",F140072878
12th Av / E Pine St,Car Fire,07/11/2014 03:07:00 AM +0000,47.615264,-122.316854,"(47.615264, -122.316854)",F140072883
7701 16th Av S,Car Fire,07/11/2014 07:56:00 PM +0000,47.534143,-122.3132,"(47.534143, -122.3132)",F140073131
922 N 73RD ST,Car Fire,07/12/2014 05:39:00 PM +0000,47.681801,-122.346185,"(47.681801, -122.346185)",F140073562
Sb Sr509 At Cloverdale,Car Fire Freeway,07/14/2014 10:09:00 PM +0000,47.524046,-122.333397,"(47.524046, -122.333397)",F140074544
Corson Av S / S Michigan St,Car Fire,07/14/2014 11:18:00 PM +0000,47.547503,-122.321439,"(47.547503, -122.321439)",F140074573
Corson Av S / S Michigan St,Car Fire,07/14/2014 11:18:00 PM +0000,47.547503,-122.321439,"(47.547503, -122.321439)",F140074573
Nb Sr99 At Lander,Car Fire Freeway,07/15/2014 12:51:00 AM +0000,47.57074,-122.339227,"(47.57074, -122.339227)",F140074598
1521 2nd Av,Car Fire,07/16/2014 12:27:00 AM +0000,47.609488,-122.339089,"(47.609488, -122.339089)",F140075046
N 125th St / Aurora Av N,Car Fire,07/16/2014 11:59:00 AM +0000,47.719572,-122.344937,"(47.719572, -122.344937)",F140075233
Sb Sr99 At Safeco,Car Fire Freeway,07/18/2014 05:56:00 AM +0000,47.595205,-122.33439,"(47.595205, -122.33439)",F140076020
Warren Av N / Newton St,Car Fire,07/18/2014 10:59:00 PM +0000,47.636565,-122.354391,"(47.636565, -122.354391)",F140076269
3121 E Madison St,Car Fire,07/28/2014 12:49:00 AM +0000,47.626237,-122.292116,"(47.626237, -122.292116)",F140079675
1712 Ne 85th St,Car Fire,07/21/2014 12:55:00 PM +0000,47.690321,-122.309395,"(47.690321, -122.309395)",F140077183
Sb I5 At Northgate,Car Fire Freeway,07/24/2014 04:39:00 AM +0000,47.706245,-122.330019,"(47.706245, -122.330019)",F140078196
7501 11th Av Sw,Car Fire,07/21/2014 06:27:00 AM +0000,47.535491,-122.349238,"(47.535491, -122.349238)",F140077122
Nb I5 At Cherry,Car Fire Freeway,07/21/2014 08:37:00 AM +0000,47.602936,-122.326094,"(47.602936, -122.326094)",F140077149
Ne 70th St / Sand Point Way Ne,Car Fire,07/26/2014 11:48:00 PM +0000,47.679366,-122.263619,"(47.679366, -122.263619)",F140079238
N 112th St / Meridian Av N,Car Fire,07/24/2014 07:20:00 PM +0000,47.70957,-122.334009,"(47.70957, -122.334009)",F140078375
8728 Holman Rd Nw,Car Fire,07/28/2014 11:45:00 AM +0000,47.693167,-122.376576,"(47.693167, -122.376576)",F140079826
5235 Delridge Way Sw,Car Fire,07/30/2014 03:30:00 AM +0000,47.554879,-122.362949,"(47.554879, -122.362949)",F140080525
Stone Way N / N Northlake Way,Car Fire,08/01/2014 02:32:00 AM +0000,47.648164,-122.342794,"(47.648164, -122.342794)",F140081322
3619 S Cloverdale St,Car Fire,07/31/2014 10:27:00 PM +0000,47.526119,-122.287004,"(47.526119, -122.287004)",F140081218
1341 Ne Boat St,Car Fire,08/01/2014 02:26:00 AM +0000,47.651501,-122.313686,"(47.651501, -122.313686)",F140081316
Wb I90 At Tunnel,Car Fire Freeway,08/03/2014 01:50:00 AM +0000,47.590516,-122.302426,"(47.590516, -122.302426)",F140082140
3rd Av S / S Hudson St,Car Fire,08/03/2014 05:06:00 AM +0000,47.55741,-122.330905,"(47.55741, -122.330905)",F140082218
24th Av S / S Charles St,Car Fire,08/04/2014 12:09:00 AM +0000,47.594583,-122.301168,"(47.594583, -122.301168)",F140082526
Eb Sr520 At Mid Span,Car Fire Freeway,08/05/2014 09:01:00 PM +0000,47.644945,-122.291116,"(47.644945, -122.291116)",F140083323
0 Nb I5 To 85,Car Fire Freeway,08/05/2014 03:50:00 AM +0000,47.685562,-122.324337,"(47.685562, -122.324337)",F140083057
22nd Av Nw / Nw 56th St,Car Fire,08/04/2014 08:11:00 PM +0000,47.669454,-122.384743,"(47.669454, -122.384743)",F140082872
7700 Banner Way Ne,Car Fire,08/05/2014 12:24:00 AM +0000,47.684623,-122.322386,"(47.684623, -122.322386)",F140082981
Ne 103rd St / 1st Av Ne,Car Fire,08/06/2014 09:17:00 PM +0000,47.70318,-122.328526,"(47.70318, -122.328526)",F140083750
5th Av Ne / Ne 145th St,Car Fire,08/06/2014 01:05:00 PM +0000,47.734053,-122.323484,"(47.734053, -122.323484)",F140083580
Eb Wsea Frwy At Highrise,Car Fire Freeway,08/07/2014 12:02:00 AM +0000,47.570923,-122.347012,"(47.570923, -122.347012)",F140083833
305 Ne 65th St,Car Fire,08/07/2014 01:23:00 AM +0000,47.675904,-122.325395,"(47.675904, -122.325395)",F140083875
846 Ne Northgate Way,Car Fire,08/09/2014 12:25:00 AM +0000,47.708573,-122.319932,"(47.708573, -122.319932)",F140085067
3021 Sw Bradford St,Car Fire W/Exp.,08/08/2014 08:40:00 PM +0000,47.569237,-122.371429,"(47.569237, -122.371429)",F140084967
0 Sb I5 To James,Car Fire Freeway,08/12/2014 02:53:00 PM +0000,47.607412,-122.330402,"(47.607412, -122.330402)",F140086653
N 125th St / Aurora Av N,Car Fire Freeway,08/11/2014 02:29:00 AM +0000,47.719572,-122.344937,"(47.719572, -122.344937)",F140086040
Nb I5 Exp Fr Cherry,Car Fire Freeway,08/12/2014 12:20:00 AM +0000,47.606481,-122.329197,"(47.606481, -122.329197)",F140086433
12220 Aurora Av N,Car Fire,08/13/2014 02:40:00 PM +0000,47.717896,-122.344908,"(47.717896, -122.344908)",F140087085
Sb I5 Exp To Stewart,Car Fire Freeway,08/13/2014 05:56:00 PM +0000,47.620023,-122.328851,"(47.620023, -122.328851)",F140087144
8513 Burke Av N,Car Fire,08/17/2014 12:09:00 PM +0000,47.690563,-122.335042,"(47.690563, -122.335042)",F140088816
Nb I5 At Mid Boeing Field,Car Fire Freeway,08/18/2014 01:10:00 AM +0000,47.531915,-122.294405,"(47.531915, -122.294405)",F140089062
823 Madison St,Car Fire,08/18/2014 07:09:00 AM +0000,47.608054,-122.32821,"(47.608054, -122.32821)",F140089179
Nb I5 At Boeing Access Rd,Car Fire Freeway,08/18/2014 01:07:00 AM +0000,47.508024,-122.281468,"(47.508024, -122.281468)",V140089060
600 N 34th St,Car Fire,08/18/2014 05:33:00 AM +0000,47.649823,-122.351303,"(47.649823, -122.351303)",F140089160
24th Av W / W Dravus St,Car Fire,08/18/2014 03:52:00 AM +0000,47.648492,-122.387426,"(47.648492, -122.387426)",F140089126
Nb Sr99 At Western,Car Fire Freeway,08/21/2014 12:24:00 AM +0000,47.6109,-122.345539,"(47.6109, -122.345539)",F140090217
Eb Sr520 At Mid Span,Car Fire Freeway,08/21/2014 03:29:00 PM +0000,47.644945,-122.291116,"(47.644945, -122.291116)",F140090426
24th Av Sw / Sw Trenton St,Car Fire,08/22/2014 01:53:00 AM +0000,47.524687,-122.363177,"(47.524687, -122.363177)",F140090614
3901 M L King Jr Way S,Car Fire,08/25/2014 12:14:00 PM +0000,47.569117,-122.296982,"(47.569117, -122.296982)",F140091976
2200 1st Av N,Car Fire W/Exp.,08/25/2014 04:28:00 PM +0000,47.63832,-122.355587,"(47.63832, -122.355587)",F140092020
8720 Mary Av Nw,Car Fire,08/27/2014 12:03:00 AM +0000,47.692228,-122.375454,"(47.692228, -122.375454)",F140092609
1508 7TH AV,Car Fire,08/29/2014 04:55:00 PM +0000,47.611677,-122.333419,"(47.611677, -122.333419)",F140093623
2749 California Av Sw,Car Fire,08/28/2014 01:15:00 AM +0000,47.57793,-122.386675,"(47.57793, -122.386675)",F140093022
4th Av / Vine St,Car Fire W/Exp.,08/28/2014 02:57:00 PM +0000,47.617243,-122.347105,"(47.617243, -122.347105)",F140093194
315 Nw 65th St,Car Fire W/Exp.,08/31/2014 03:49:00 AM +0000,47.675995,-122.360929,"(47.675995, -122.360929)",F140094273
Montlake Blvd Ne / Ne Pacific St,Car Fire,09/04/2014 05:57:00 PM +0000,47.648997,-122.304591,"(47.648997, -122.304591)",F140095915
5016 9th Av Ne,Car Fire,09/04/2014 04:29:00 AM +0000,47.665053,-122.318437,"(47.665053, -122.318437)",F140095739
N 145th St / Greenwood Av N,Car Fire,09/05/2014 06:32:00 PM +0000,47.73413,-122.355571,"(47.73413, -122.355571)",F140096334
N 36th St / Dayton Av N,Car Fire,09/06/2014 06:12:00 AM +0000,47.651766,-122.352359,"(47.651766, -122.352359)",F140096605
Broadway / Jefferson St,Car Fire,09/07/2014 05:14:00 AM +0000,47.606213,-122.32075,"(47.606213, -122.32075)",F140097040
22nd Av Nw / Nw Market St,Car Fire,09/12/2014 11:44:00 PM +0000,47.668678,-122.384746,"(47.668678, -122.384746)",F140099523
12532 35th Av Ne,Car Fire,09/12/2014 05:08:00 AM +0000,47.719684,-122.290774,"(47.719684, -122.290774)",F140099212
3401 Sw Myrtle St,Car Fire,09/12/2014 10:05:00 PM +0000,47.539214,-122.375239,"(47.539214, -122.375239)",F140099485
Olson Pl Sw / 3rd Av Sw,Car Fire,09/13/2014 02:41:00 AM +0000,47.519699,-122.338395,"(47.519699, -122.338395)",F140099611
AIRPORT WAY S / S INDUSTRIAL WAY,Car Fire,09/15/2014 05:14:00 PM +0000,47.565076,-122.322769,"(47.565076, -122.322769)",F140100626
Terry Av / James St,Car Fire W/Exp.,09/17/2014 05:01:00 PM +0000,47.606018,-122.323641,"(47.606018, -122.323641)",F140101420
14th Av / E Madison St,Car Fire,09/16/2014 06:42:00 PM +0000,47.613895,-122.31422,"(47.613895, -122.31422)",F140101059
4501 DELRIDGE WAY SW,Car Fire,09/17/2014 01:39:00 AM +0000,47.562888,-122.363361,"(47.562888, -122.363361)",F140101230
6th Av W / W Mercer Pl,Car Fire,09/18/2014 06:38:00 PM +0000,47.625174,-122.364534,"(47.625174, -122.364534)",F140101790
48th Av S / S Cloverdale St,Car Fire,09/19/2014 12:51:00 AM +0000,47.526127,-122.272548,"(47.526127, -122.272548)",F140101918
13333 Greenwood Av N,Car Fire,09/18/2014 01:47:00 AM +0000,47.725503,-122.355552,"(47.725503, -122.355552)",F140101589
Nb I5 At 85,Car Fire Freeway,09/19/2014 05:59:00 PM +0000,47.685562,-122.324337,"(47.685562, -122.324337)",F140102130
3030 Ne 143rd St,Car Fire,09/21/2014 11:49:00 AM +0000,47.731974,-122.296132,"(47.731974, -122.296132)",F140102825
5th Av S / S Michigan St,Car Fire,09/23/2014 02:50:00 AM +0000,47.545656,-122.32839,"(47.545656, -122.32839)",F140103441
5940 East Marginal Way S,Car Fire W/Exp.,09/23/2014 04:25:00 PM +0000,47.549359,-122.334881,"(47.549359, -122.334881)",F140103630
40th Av Ne / Ne 73rd St,Car Fire,09/23/2014 02:27:00 AM +0000,47.681254,-122.285063,"(47.681254, -122.285063)",F140103431
303 S King St,Car Fire,09/22/2014 09:08:00 PM +0000,47.59829,-122.330371,"(47.59829, -122.330371)",F140103331
M L King Jr Way S / S Morgan St,Car Fire,09/23/2014 07:47:00 PM +0000,47.543904,-122.284426,"(47.543904, -122.284426)",F140103788
Sw Genesee St / Sw Avalon Way,Car Fire,09/25/2014 08:56:00 PM +0000,47.564661,-122.372562,"(47.564661, -122.372562)",F140104650
3820 Rainier Av S,Car Fire,09/26/2014 07:20:00 PM +0000,47.569732,-122.290646,"(47.569732, -122.290646)",F140105191
Beacon Av S / S Columbian Way,Car Fire,09/27/2014 02:03:00 AM +0000,47.559608,-122.304656,"(47.559608, -122.304656)",F140105369
Nb I5 At Albro,Car Fire Freeway,09/29/2014 06:08:00 PM +0000,47.542027,-122.303649,"(47.542027, -122.303649)",F140106403
1st Av N / Queen Anne Dr,Car Fire,10/03/2014 02:06:00 AM +0000,47.641855,-122.355558,"(47.641855, -122.355558)",F140107730
Wb I90 To Atlantic,Car Fire Freeway,10/07/2014 05:20:00 PM +0000,47.590352,-122.32993,"(47.590352, -122.32993)",F140109655
E Columbia St / 13th Av,Car Fire,10/05/2014 07:50:00 PM +0000,47.609221,-122.31545,"(47.609221, -122.31545)",F140108783
Sb I5 At Albro,Car Fire Freeway,10/06/2014 11:28:00 PM +0000,47.551689,-122.317047,"(47.551689, -122.317047)",F140109372
0 Sb I5 To Wb Wsea Frwy,Car Fire Freeway,10/08/2014 06:11:00 AM +0000,47.574458,-122.320215,"(47.574458, -122.320215)",F140109873
0 Sb I5 At Lakeview,Car Fire Freeway,10/08/2014 11:40:00 PM +0000,47.631257,-122.325592,"(47.631257, -122.325592)",F140110121
12th Av / E Pike St,Car Fire,10/11/2014 02:56:00 AM +0000,47.614104,-122.316836,"(47.614104, -122.316836)",F140111135
46th Av S / S Genesee St,Car Fire,10/10/2014 08:02:00 PM +0000,47.564097,-122.27575,"(47.564097, -122.27575)",F140111006
Sw Edmunds St / 44th Av Sw,Car Fire,10/12/2014 09:17:00 PM +0000,47.559341,-122.388183,"(47.559341, -122.388183)",F140111796
Prospect St / Warren Av N,Car Fire,10/13/2014 07:31:00 AM +0000,47.628937,-122.354063,"(47.628937, -122.354063)",F140111988
1st Av S / Olson Pl Sw,Car Fire,10/11/2014 07:41:00 AM +0000,47.522322,-122.334841,"(47.522322, -122.334841)",F140111223
809 Ne 45th St,Car Fire,10/12/2014 09:42:00 PM +0000,47.66131,-122.319419,"(47.66131, -122.319419)",F140111811
N 130th St / Aurora Av N,Car Fire,10/13/2014 08:38:00 PM +0000,47.723212,-122.344977,"(47.723212, -122.344977)",F140112168
Nb I5 At Holgate,Car Fire Freeway,10/13/2014 09:50:00 PM +0000,47.577912,-122.319194,"(47.577912, -122.319194)",F140112195
1313 Sturgus Av S,Car Fire,10/14/2014 07:53:00 PM +0000,47.591504,-122.312285,"(47.591504, -122.312285)",F140112561
,Car Fire,10/14/2014 07:56:00 PM +0000,,,"(0, 0)",F140112562
Sb I5 At Mercer,Car Fire Freeway,10/20/2014 05:45:00 PM +0000,47.622727,-122.328659,"(47.622727, -122.328659)",F140114850
Leary Way Nw / Nw 39th St,Car Fire,10/21/2014 05:05:00 AM +0000,47.654146,-122.360063,"(47.654146, -122.360063)",F140115039
20th Av W / W Dravus St,Car Fire,10/24/2014 01:10:00 AM +0000,47.648458,-122.381982,"(47.648458, -122.381982)",F140116020
Sb I5 At Albro,Car Fire Freeway,10/24/2014 02:58:00 PM +0000,47.551689,-122.317047,"(47.551689, -122.317047)",F140116178
Rainier Av S / S Forest St,Car Fire,10/24/2014 03:46:00 PM +0000,47.577526,-122.297522,"(47.577526, -122.297522)",F140116189
Ne 80th St / Lake City Way Ne,Car Fire,10/25/2014 01:38:00 AM +0000,47.686689,-122.313357,"(47.686689, -122.313357)",F140116376
17th Av Nw / Nw 56th St,Car Fire,10/25/2014 03:04:00 AM +0000,47.669446,-122.378884,"(47.669446, -122.378884)",F140116412
Sb I5 At Convention Center,Car Fire Freeway,10/26/2014 01:45:00 PM +0000,47.607412,-122.330402,"(47.607412, -122.330402)",F140117116
Nb I5 At Mid Boeing Field,Car Fire Freeway,10/26/2014 07:35:00 PM +0000,47.525002,-122.291531,"(47.525002, -122.291531)",F140117212
8th Av / Bell St,Car Fire,10/31/2014 07:17:00 AM +0000,47.618027,-122.340494,"(47.618027, -122.340494)",F140118907
California Av Sw / Sw Edmunds St,Car Fire,11/01/2014 10:48:00 PM +0000,47.559325,-122.38683,"(47.559325, -122.38683)",F140119677
Sb I5 At 145,Car Fire Freeway,11/02/2014 10:38:00 PM +0000,47.734066,-122.325108,"(47.734066, -122.325108)",B140120049
1600 Shenandoah Dr E,Car Fire,11/07/2014 01:17:00 AM +0000,47.63298,-122.289375,"(47.63298, -122.289375)",F140121588
Delridge Way Sw / Sw Orchard St,Car Fire,11/07/2014 01:43:00 AM +0000,47.537954,-122.361092,"(47.537954, -122.361092)",F140121595
Battery St / Elliott Av,Car Fire,11/07/2014 06:09:00 PM +0000,47.612815,-122.349533,"(47.612815, -122.349533)",F140121808
Nb I5 At Sr520,Car Fire Freeway,11/07/2014 08:41:00 PM +0000,47.638512,-122.322606,"(47.638512, -122.322606)",F140121858
1317 California Av Sw,Car Fire,11/08/2014 12:37:00 PM +0000,47.591798,-122.386144,"(47.591798, -122.386144)",F140122200
12th Av S / S Jackson St,Car Fire,11/08/2014 01:20:00 AM +0000,47.599189,-122.317223,"(47.599189, -122.317223)",F140121968
1500 6th Av S,Car Fire,11/11/2014 05:58:00 PM +0000,47.59031,-122.32597,"(47.59031, -122.32597)",F140123456
Nw 40th St / 3rd Av Nw,Car Fire,11/12/2014 12:26:00 PM +0000,47.656067,-122.360823,"(47.656067, -122.360823)",F140123739
Sb I5 At Yesler,Car Fire Freeway,11/12/2014 01:22:00 PM +0000,47.607412,-122.330402,"(47.607412, -122.330402)",F140123761
4455 Shilshole Av Nw,Car Fire,11/12/2014 04:13:00 PM +0000,47.661338,-122.375479,"(47.661338, -122.375479)",F140123811
40th Av Ne / Ne 75th St,Car Fire,11/14/2014 01:11:00 AM +0000,47.683043,-122.285158,"(47.683043, -122.285158)",F140124378
Sb I5 At Mercer,Car Fire Freeway,11/16/2014 09:34:00 AM +0000,47.622727,-122.328659,"(47.622727, -122.328659)",F140125285
Union St / Boren Av,Car Fire,11/14/2014 01:58:00 AM +0000,47.612472,-122.328005,"(47.612472, -122.328005)",F140124399
4TH AV N / WHEELER ST,Car Fire,11/14/2014 12:20:00 AM +0000,47.640784,-122.349592,"(47.640784, -122.349592)",F140124357
8825 Rainier Av S,Car Fire,11/14/2014 09:51:00 PM +0000,47.52455,-122.269981,"(47.52455, -122.269981)",F140124681
3rd Av S / S Findlay St,Car Fire,11/18/2014 08:38:00 AM +0000,47.552695,-122.330938,"(47.552695, -122.330938)",F140125924
Sb Sr509 At Cloverdale,Car Fire,11/19/2014 03:54:00 AM +0000,47.524046,-122.333397,"(47.524046, -122.333397)",F140126264
N 96th St / Linden Av N,Car Fire,11/19/2014 04:12:00 AM +0000,47.698722,-122.347313,"(47.698722, -122.347313)",F140126273
8172 Rainier Av S,Car Fire W/Exp.,11/19/2014 01:01:00 AM +0000,47.530052,-122.269989,"(47.530052, -122.269989)",F140126198
Sb Sr509 To Burien,Car Fire Freeway,11/19/2014 03:54:00 AM +0000,47.510094,-122.326572,"(47.510094, -122.326572)",V140126262
Sb Sr509 To Burien,Car Fire Freeway,11/19/2014 04:01:00 AM +0000,47.514001,-122.328563,"(47.514001, -122.328563)",V140126267
4800 Sand Point Way Ne,Car Fire W/Exp.,11/18/2014 10:37:00 PM +0000,47.664393,-122.283353,"(47.664393, -122.283353)",F140126146
AURORA AV N / N 59TH ST,Car Fire Freeway,11/19/2014 03:26:00 PM +0000,47.671692,-122.34713,"(47.671692, -122.34713)",F140126404
18th Av Ne / Ne 45th St,Car Fire,11/19/2014 03:34:00 AM +0000,47.661259,-122.308381,"(47.661259, -122.308381)",F140126256
Sb I5 Exp To Columbia,Car Fire Freeway,11/24/2014 06:52:00 PM +0000,47.604891,-122.329262,"(47.604891, -122.329262)",F140128391
S Orcas St / Beacon Av S,Car Fire,11/23/2014 05:59:00 PM +0000,47.551015,-122.30174,"(47.551015, -122.30174)",F140128048
Nb I5 At Northgate,Car Fire Freeway,12/02/2014 12:32:00 AM +0000,47.704645,-122.329446,"(47.704645, -122.329446)",F140130945
911 Ne 50th St,Car Fire,11/26/2014 01:24:00 AM +0000,47.664943,-122.318322,"(47.664943, -122.318322)",F140128862
23rd Av S / S Jackson St,Car Fire,11/29/2014 01:10:00 AM +0000,47.599281,-122.302233,"(47.599281, -122.302233)",F140129832
6th Av / Union St,Car Fire,12/01/2014 05:42:00 AM +0000,47.61015,-122.333556,"(47.61015, -122.333556)",F140130692
Lake City Way Ne / 20th Av Ne,Car Fire,11/30/2014 05:22:00 AM +0000,47.691236,-122.306849,"(47.691236, -122.306849)",F140130320
S Albro Pl / S Hardy St,Car Fire,12/01/2014 05:39:00 PM +0000,47.546023,-122.316885,"(47.546023, -122.316885)",F140130802
20th Av / E Pine St,Car Fire,12/02/2014 03:00:00 AM +0000,47.615278,-122.306185,"(47.615278, -122.306185)",F140130998
Sb I5 Exp Fr 103,Car Fire Freeway,12/02/2014 03:50:00 PM +0000,47.69816,-122.32967,"(47.69816, -122.32967)",F140131160
Rainier Av S / S Myrtle St,Car Fire,12/02/2014 02:07:00 PM +0000,47.538907,-122.270726,"(47.538907, -122.270726)",F140131142
E Pine St / Summit Av,Car Fire,12/03/2014 06:36:00 AM +0000,47.615219,-122.325529,"(47.615219, -122.325529)",F140131416
1227 Ne 90th St,Car Fire,12/03/2014 05:43:00 AM +0000,47.693993,-122.31463,"(47.693993, -122.31463)",F140131406
826 Nw 49th St,Car Fire W/Exp.,12/05/2014 04:38:00 AM +0000,47.664382,-122.366807,"(47.664382, -122.366807)",F140132109
31st Av W / W Government Way,Car Fire,12/11/2014 04:30:00 AM +0000,47.66131,-122.397155,"(47.66131, -122.397155)",F140134273
7155 38th Av S,Car Fire,12/07/2014 03:21:00 AM +0000,47.538368,-122.284734,"(47.538368, -122.284734)",F140132828
34th Av W / W Raye St,Car Fire,12/06/2014 12:32:00 AM +0000,47.643187,-122.400965,"(47.643187, -122.400965)",F140132420
723 N 102nd St,Car Fire,12/06/2014 02:23:00 AM +0000,47.702893,-122.349737,"(47.702893, -122.349737)",F140132449
2400 25th Av W,Car Fire,12/06/2014 01:59:00 PM +0000,47.640012,-122.388988,"(47.640012, -122.388988)",F140132615
3029 S Lucile St,Car Fire,12/07/2014 12:05:00 PM +0000,47.552544,-122.293091,"(47.552544, -122.293091)",F140132966
9700 Myers Way S,Car Fire,12/08/2014 12:08:00 PM +0000,47.515962,-122.331867,"(47.515962, -122.331867)",F140133242
N 35th St / Interlake Av N,Car Fire Freeway,12/11/2014 04:23:00 AM +0000,47.649226,-122.34139,"(47.649226, -122.34139)",F140134264
Sb I5 At I90,Car Fire Freeway,12/12/2014 06:13:00 PM +0000,47.600513,-122.323295,"(47.600513, -122.323295)",F140134981
12th Av / E Cherry St,Car Fire,12/13/2014 12:27:00 PM +0000,47.608059,-122.31678,"(47.608059, -122.31678)",F140135265
Nw Market St / 14th Av Nw,Car Fire,12/09/2014 02:15:00 AM +0000,47.668665,-122.373589,"(47.668665, -122.373589)",F140133473
N 85th St / Wallingford Av N,Car Fire,12/09/2014 06:15:00 AM +0000,47.690501,-122.33644,"(47.690501, -122.33644)",F140133520
12th Av / E Marion St,Car Fire,12/09/2014 10:07:00 PM +0000,47.610395,-122.316779,"(47.610395, -122.316779)",F140133728
